pid,iid,rate
235,316,7.293043472666178
235,319,6.79657031226855
235,323,6.995161733659652
235,325,5.600331425132868
235,330,6.594993195035942
235,333,6.55269355101114
235,335,6.498922297377456
235,336,6.8965028040538465
235,337,6.466515724422791
235,338,7.094364749189467
235,340,7.298761357112633
235,341,6.793500580345291
235,343,6.000425129738033
235,356,6.247895771301822
235,359,5.940118084875569
235,360,6.694637898777455
235,363,7.09649779372027
235,364,7.341173915439975
235,366,6.297327157450681
235,367,6.4491697961412395
235,371,6.697199575484404
235,372,6.55078603033558
235,373,6.156897638694558
235,377,8.590464534381494
235,378,6.453833530576716
235,381,7.39560871535869
235,382,6.996335850263434
235,383,6.8470677900296355
235,386,6.695802454007292
235,388,6.476871239940649
235,389,7.479920349104383
235,391,6.808974563911991
235,394,6.197178969185862
235,395,6.747793166023207
235,396,6.415830443835577
235,401,6.60470447499731
235,402,7.141988141900398
235,405,6.298687097808473
235,408,6.9956842456932185
235,409,6.196084456021884
235,411,7.005035940065446
235,413,6.700486385843223
235,416,5.702248056911948
235,418,6.743685720348408
235,421,7.348894204441977
235,422,7.2413294521147575
235,429,6.302175030235076
235,430,6.443812320351522
235,432,7.595149962290676
235,434,6.502215804442296
235,436,6.453369986293185
235,437,5.8910798293438065
235,438,6.249162412334759
235,440,6.41162330448762
235,443,6.748523229847462
235,444,7.490798911570303
235,447,6.9944342544100335
235,449,7.001017698275269
235,450,5.904821126838804
235,452,7.19630028636765
235,454,6.69672239420175
235,455,6.795208446845386
235,457,6.003325141660393
235,461,6.600737798464514
235,463,5.849672266543281
235,466,6.049966947628647
235,467,7.791203058708694
235,468,7.141984830310144
235,469,6.795340897426901
235,470,7.346419702971745
235,475,6.346053196661457
235,484,7.243867396938184
235,485,6.59453386245356
235,486,7.142905060118714
235,490,6.1482461963121215
235,491,7.195390378339025
235,493,7.147822589473663
235,495,6.476718857865563
235,500,6.857486942137467
235,502,6.7959865346962
235,504,6.411412273072356
235,506,6.245236395845775
235,510,6.798739148531178
235,512,5.303203604074478
235,514,6.199217349631593
235,515,6.948411051535623
235,516,6.600259339128332
235,517,6.197839915701549
235,520,6.5487314935797425
235,521,6.795445846825981
235,525,7.2443991020800365
235,526,6.650236960217244
235,528,7.302659927649268
235,529,7.243211969462445
235,530,5.59626138677102
235,536,6.250031762024618
235,537,5.158173164410463
235,538,6.599062864350492
235,540,6.996879560403726
235,543,6.74816155627493
235,544,6.39573782948717
235,545,6.548487453040983
235,546,6.699799432285319
235,548,5.704895146356289
235,549,6.549937667039954
235,550,6.454005606974971
235,551,6.153548125701948
236,235,7.444985600024437
236,236,7.492388292250106
236,238,6.898814275301268
236,240,7.303533790149979
236,241,6.955914721127048
236,242,7.30811937131544
236,243,7.494067983587825
236,245,6.7595072094640525
236,246,6.399274245602748
236,247,6.053401889265441
236,251,7.794820241026168
236,252,7.494098112375192
236,253,6.598487067683275
236,256,7.396209757773007
236,257,7.1006766357841675
236,258,6.630099690512724
236,261,7.595718709332589
236,263,7.395798607357318
236,264,7.445751757527362
236,266,6.897185634603368
236,267,7.123001795610868
236,269,7.197980985594558
236,270,6.719192177392064
236,273,7.658597727538085
236,276,6.947976711850281
236,277,6.998477413424649
236,278,7.844350146374808
236,279,7.648045740993579
236,281,6.551667131883912
236,282,7.2482068407903695
236,286,6.200613066645017
236,287,6.248914792431926
236,288,8.2895457752162
236,295,7.05655014621441
236,296,7.105259105584146
236,297,8.395634536099292
236,298,5.958644392842931
236,301,7.1234754149799455
236,305,6.688175044979685
236,307,6.998324119775883
236,311,6.903886781900806
236,312,6.799748564073844
236,313,6.94808488427671
236,317,6.39813109079414
236,319,7.297466823453095
236,320,6.752551606412069
236,326,7.39441116800808
236,328,7.600336256757419
236,332,8.093284993616654
236,333,7.247768780890414
236,334,6.700246283107999
236,335,6.995517936267544
236,336,7.150386263285527
236,338,7.348419950852324
236,343,6.548421221873548
236,345,8.039338642459448
236,346,6.652095045262159
236,349,7.385608776407344
236,354,6.647089790893143
236,357,7.79121479808996
236,360,6.8082065378255265
236,362,7.415646324453005
236,367,7.005625651043567
236,368,6.4989456026190755
236,369,7.4150054234967016
236,375,6.608150120888114
236,377,9.187304014409206
236,383,7.246620877528711
236,387,6.944242506354207
236,388,6.8373109310286715
236,389,7.397111904967262
236,391,7.601019250516828
236,393,6.676049052345304
236,394,6.401957572617469
236,398,7.194338800913812
236,403,7.891655352770935
236,404,7.663194854528732
236,406,7.395103306315937
236,407,6.998536271063714
236,408,7.395110666812841
236,409,6.596164891489816
236,411,7.9914396139077875
236,412,6.955303006543776
236,413,7.294250707105189
236,415,6.400426462987233
236,420,6.899091825700905
236,421,7.6956490516174
236,422,7.497530748188474
236,432,8.289862952155561
236,433,7.493588284023161
236,435,7.294080980874873
236,437,6.121210183855751
236,438,6.549229081761065
236,441,7.201762318158886
236,444,7.992344842959687
236,445,7.297657772374551
236,450,6.502458419292279
236,456,7.101019609010077
236,457,6.592481124459677
236,461,7.200236181796186
236,462,6.402128583159882
236,466,6.4502326661910665
236,467,8.192098221897808
236,468,7.4449573729471865
236,469,7.294434310730474
236,471,6.3508913792917765
236,472,7.591219643706557
236,473,6.948964298993969
236,480,6.704980160952685
236,481,6.247886872365
236,482,6.897866674177163
236,485,6.8978177537607435
236,488,7.493649037518559
236,489,7.294034201808299
236,491,7.69353939830889
236,492,7.30039092035675
236,508,6.73696302020599
236,511,6.596367123606111
236,512,5.804394775674075
236,518,8.642566998767446
236,524,7.29684518949902
236,526,7.294120851723492
236,527,5.155872653804398
236,536,7.0012370363937535
236,538,7.889292915544915
236,539,6.304383899764499
236,540,7.396411614691193
236,541,6.604340889923017
236,542,7.295674646910454
236,543,7.198591466151606
236,544,6.697777615654708
236,545,6.898446628988909
236,546,7.488247683979106
236,550,7.203111704859395
236,551,6.952432081193465
236,552,7.102769493735327
237,235,5.951200987924227
237,237,6.096823800530933
237,241,5.845452772008754
237,243,5.8031895373255
237,246,4.903437996437437
237,248,4.755020239419462
237,250,5.901523965201516
237,251,6.250440875501363
237,252,6.000315432651087
237,253,5.199510123640396
237,256,5.900107597717472
237,257,5.900823230740674
237,259,5.810863138765196
237,260,5.6293769125080155
237,261,6.248359484763273
237,262,4.8933173356346735
237,266,5.451333436638537
237,267,6.172017984778247
237,273,6.237186390994318
237,274,5.703418112374679
237,275,5.299227545534288
237,277,5.40273288540196
237,278,6.102268129910183
237,279,6.28785903704636
237,282,5.701257174505869
237,283,5.901741336916919
237,284,6.498611010828466
237,287,4.608547923317225
237,289,5.997008748287652
237,291,5.548334820062454
237,292,5.40344139724962
237,294,5.952020544227207
237,296,6.246760538718058
237,297,7.039398437737314
237,301,5.435626676956128
237,302,5.999653274091658
237,305,5.429092880841792
237,306,6.013561135511888
237,307,5.747347901417001
237,311,5.793187458678574
237,312,5.449971574422238
237,314,5.851701435551509
237,324,5.936907480117044
237,327,5.348478609807328
237,328,6.2028139625699215
237,329,5.818600719408413
237,330,5.548633723275144
237,332,5.954060275007819
237,333,5.60506271197915
237,335,5.453773601621729
237,338,6.04624336081003
237,339,5.451573923304256
237,341,5.993765522986546
237,343,5.052983007430638
237,344,5.901231972199022
237,345,6.057368682202258
237,348,5.497024604819826
237,349,5.722722621669094
237,351,5.698441142898992
237,352,4.947565552505363
237,354,5.201785331142206
237,356,5.445251342883155
237,357,6.155381565006542
237,360,5.839929410972299
237,362,5.831103577243023
237,364,6.14839539233965
237,367,5.3946079928944055
237,368,5.005608982810836
237,370,5.99797045069601
237,371,5.454184990713858
237,372,5.7507166986615985
237,373,5.821946402703949
237,374,5.946552475452029
237,375,5.111882705845014
237,377,7.103178572885296
237,378,5.556141848368283
237,387,5.404527008568634
237,388,5.520442557831855
237,389,6.384570233740838
237,391,6.205194223715325
237,392,5.250225660493672
237,393,5.281163719535838
237,403,6.150292320317113
237,404,5.846500475519772
237,415,5.3015926017965045
237,417,4.649142895294513
237,420,5.79847889221462
237,421,6.302453979589649
237,423,5.704301904664591
237,431,5.652460349385712
237,432,6.305838012791441
237,433,5.80322092904317
237,441,5.904347935199035
237,442,6.10355831790744
237,444,6.4970304199482145
237,449,5.8588157257242
237,450,5.350819372420388
237,451,6.48967871204028
237,454,5.601074969652003
237,456,5.995523157172159
237,457,5.007519807181045
237,458,6.845907575593474
237,461,5.701286400331564
237,462,5.198792954733261
237,463,4.950428048425861
237,466,5.19991606011957
237,467,6.596838156406965
237,468,5.9967246373700505
237,470,6.203328210420625
237,475,5.348605669498116
237,482,5.599908428349252
237,484,6.147916545887395
237,486,6.096947517444252
237,487,5.202395232359968
237,488,5.999428859497699
237,489,5.703982265194357
237,490,5.496242168457611
237,491,6.1505136552252955
237,492,6.007205342414387
237,493,5.907509020250044
237,496,5.202801284006158
237,501,5.200889025876014
237,502,5.996764212068003
237,506,5.44464295357524
237,508,5.305400863981158
237,510,5.996064543034339
237,515,6.0965742161782694
237,523,5.852319775743679
237,524,5.997408466990851
237,525,5.904623625626327
237,527,4.199622781421873
237,528,6.502004623535803
237,529,6.145523889815862
237,530,4.600848410827455
237,531,6.597422903145714
237,533,5.803599691445402
237,534,5.450988295995632
237,535,5.251599507351748
237,538,5.70708298536977
237,540,5.900740598150448
237,545,5.600393255846967
237,546,5.5106474493104916
237,551,5.847434030788777
237,552,5.7539875812154015
238,236,7.1980173433287264
238,237,7.196697825173198
238,242,7.199240444641477
238,243,7.198791669459812
238,246,6.3995944718541375
238,248,5.999958577318747
238,249,6.7201573984811604
238,250,7.198511638813462
238,258,6.400932174306271
238,260,6.798988557717627
238,263,7.198806811743729
238,264,7.2004167934785315
238,265,6.402370862727573
238,269,7.201438958917806
238,270,6.559747807718147
238,273,7.598152988360025
238,275,6.4002478575995125
238,276,6.800468006483536
238,279,7.5994751568741545
238,281,6.401791847374283
238,282,7.197893581064639
238,283,7.2022066557169575
238,285,7.198182478299015
238,291,6.798399917361891
238,294,7.1995026274444
238,295,6.799387641013079
238,296,7.203017941608832
238,297,8.392098194253105
238,298,6.0045863507640975
238,299,6.7982997340478075
238,302,7.599472215728394
238,305,6.402683451059666
238,307,6.799068352839376
238,309,6.801189838790742
238,311,7.198633044342751
238,312,6.799919689551629
238,314,7.1998551755619795
238,316,7.596944641235409
238,317,6.40267471498867
238,320,6.800264948366963
238,326,7.196764650240816
238,330,6.798894718530464
238,335,6.799280236394752
238,337,6.640215534476444
238,339,6.80013860294494
238,341,7.1964706972096915
238,342,7.9960876015393145
238,345,7.599660780943792
238,349,7.198763288787873
238,351,6.799086695592123
238,352,6.001632377378467
238,355,7.997411335813048
238,356,6.402623608251271
238,360,6.8010560203730615
238,362,7.199249123805881
238,363,7.5983060191958645
238,366,6.400724228397728
238,367,6.8002772852297575
238,369,7.199313477472582
238,371,7.676315073277926
238,375,6.5587528658253635
238,381,7.597304266357575
238,384,7.1973325332617595
238,387,6.797935736539476
238,388,6.718794501826569
238,396,6.558529957902528
238,398,7.19740021106648
238,403,7.596682785108636
238,406,7.19819314540408
238,407,7.1975369088680425
238,408,7.198256015198602
238,409,6.399771998786656
238,412,7.595327381753602
238,413,7.198197637637086
238,416,6.001363864751066
238,421,7.599163085108145
238,422,7.594400945265304
238,430,6.398363850669285
238,431,6.8005359651521555
238,432,7.99774354912787
238,433,7.199085393293332
238,434,7.198279707933598
238,435,7.19807238271666
238,436,7.595016097548798
238,438,6.400517017508544
238,442,7.99363406040243
238,445,7.59456808842525
238,447,7.19905520538423
238,449,7.915305865442434
238,450,6.795815535066284
238,455,6.797748993064596
238,456,7.196787138232729
238,462,6.398662848303353
238,464,7.198311644390325
238,466,6.399006658107265
238,469,7.1955004667094755
238,470,7.597425813724921
238,471,6.399098326445518
238,472,7.198918997462309
238,480,6.478361284322223
238,483,7.998416662935225
238,486,7.198136837301325
238,488,7.196393718394418
238,492,7.600934252409246
238,494,6.0011836134231755
238,495,6.717947367186354
238,496,6.401293980924507
238,499,6.480146349775149
238,500,7.5994755195529855
238,501,6.400171022912397
238,502,7.197666120972552
238,504,7.204148218019795
238,506,6.399234739036619
238,510,7.197933046453519
238,511,6.397973128866863
238,512,5.999952036751652
238,514,6.40163436066955
238,515,7.201004810382063
238,517,6.400908402522872
238,520,6.800026597825578
238,522,6.401575629336157
238,524,7.1976761292922395
238,526,7.198310409233552
238,527,5.20317745340814
238,528,7.999785326463228
238,529,7.1990987139591205
238,531,7.997322018496438
238,535,6.401459158163576
238,536,7.596142803873699
238,537,5.604520218492588
238,538,7.99462512362924
238,539,6.400221554416799
238,542,7.19609200815007
238,543,7.197634065971463
238,545,6.799343690486272
238,548,6.402165559055705
238,549,6.800837217985099
238,550,7.598331889714057
239,236,6.4520578910228625
239,237,6.598981329169792
239,238,6.29643070883775
239,242,6.74216087604754
239,246,5.699322435808133
239,252,6.502825106193091
239,256,6.597224075270902
239,259,6.3712585361643645
239,260,6.180821020345595
239,262,5.392492107097112
239,265,5.712982985763194
239,266,6.291366621060658
239,267,6.946308759355463
239,268,6.148357290714087
239,270,5.941037378947291
239,271,6.652477048007579
239,273,7.096903109205526
239,279,7.109582466214426
239,283,6.598711477219727
239,284,7.100812518176638
239,285,6.402231314340493
239,286,5.4549492378794735
239,287,5.258597627545953
239,289,6.789248925564624
239,290,6.297781132972835
239,293,6.1502968955180695
239,295,6.199122933821874
239,296,7.036019290542496
239,300,6.200216691167563
239,304,5.897739381484704
239,307,6.200699710185137
239,311,6.588916190092618
239,312,6.100875773046737
239,313,6.197747003816765
239,317,5.605755141533928
239,320,6.343741439510126
239,326,6.307022288876204
239,333,6.306854256038013
239,335,6.006386317662553
239,340,7.101008370845264
239,344,6.406566168039957
239,346,6.198328877760614
239,351,6.250298990864686
239,355,7.198910301537714
239,357,6.8061708461149095
239,360,6.487858938343873
239,363,6.944756124224001
239,364,6.991798281582688
239,367,6.141667327447299
239,368,5.801084824076927
239,369,6.471965926508217
239,371,6.3711700064447925
239,373,6.783676945635453
239,374,6.700526550577807
239,378,6.35569281857585
239,381,6.898817196176642
239,382,6.600713206187443
239,384,6.598503171833846
239,386,6.251115679777513
239,387,5.960204247603505
239,388,6.044501651250228
239,389,7.2668060048384415
239,391,7.198996394298464
239,395,6.549399908000982
239,396,5.98196799340721
239,401,6.704360891630548
239,409,5.898012992831678
239,411,7.004943521892992
239,415,5.708657127382876
239,416,5.406811891898878
239,420,6.446255052531508
239,421,6.952030876387695
239,422,7.0426440939495025
239,423,6.405011244624029
239,428,6.398579213563406
239,433,6.598634712874588
239,435,6.405347606967607
239,437,5.515142551577363
239,438,5.804901874744022
239,440,7.005251463695282
239,442,7.096651850687695
239,443,6.451849812397674
239,444,7.484707369863508
239,445,6.702457669625727
239,449,6.842324247660346
239,451,7.234890686869374
239,456,6.6922826003299205
239,457,5.416286861530138
239,458,7.592257517720967
239,461,6.594270957531574
239,463,5.405779645847978
239,464,6.597946312209028
239,466,5.800665708524045
239,468,6.595812734328531
239,471,5.754174693933593
239,472,6.454748606060427
239,474,6.152678358338315
239,475,5.852138230115494
239,477,6.090845327294223
239,482,6.152521589163376
239,483,7.3933370859540934
239,485,6.199340738206864
239,487,5.897545921439697
239,489,6.40477695172763
239,490,6.147399011760601
239,491,6.994298190507354
239,492,6.950066803009763
239,496,5.996542752626015
239,503,7.624565415441858
239,504,6.600324840141123
239,506,6.0417611687258495
239,510,6.692713232347711
239,511,5.511560981364424
239,512,5.39990956024282
239,514,5.993099590137327
239,515,6.887283105154316
239,516,6.3527518853044205
239,517,5.995446281466352
239,520,6.151026363944173
239,523,6.741400537146851
239,526,6.258584515773262
239,527,4.6551130020673
239,528,7.298069026069348
239,530,5.1018560103209305
239,531,7.58418615384237
239,540,6.597236416041203
239,541,6.1934625131735155
239,545,6.151999019020563
239,550,6.651572664319655
240,234,5.250398936001695
240,237,5.4968570325678945
240,238,4.950299173408691
240,239,4.704462531533073
240,241,4.991323019028975
240,242,4.9677167150251575
240,243,5.058330188673681
240,244,4.95118096565779
240,245,4.786270889234705
240,247,4.346508109907969
240,248,4.397009769536209
240,249,4.880623573079033
240,250,5.204703617712137
240,253,4.693448255236866
240,256,5.200941200848886
240,258,4.815152538571479
240,259,5.239669206039881
240,260,5.037503184021267
240,261,5.450611718018504
240,263,5.2028942471079915
240,264,5.205721053362732
240,269,5.010397550511683
240,270,4.865896727804149
240,271,5.016275096478447
240,273,5.373810158886934
240,274,5.0048314638493485
240,277,4.698870250113366
240,279,5.319131473052955
240,283,5.0115565349401985
240,285,5.004997933637419
240,286,4.499004113818964
240,287,4.104504638396312
240,288,5.5531674711651275
240,292,4.753880168270113
240,293,4.851585332573514
240,294,5.207650922827867
240,295,5.038905471413012
240,299,5.095904720476313
240,302,5.1498634116635875
240,303,5.348411929550877
240,305,4.695457500427566
240,306,5.38289526080692
240,307,5.245196266085913
240,308,4.877964835849923
240,309,4.60694155052202
240,311,5.039701241208825
240,314,5.105902886007872
240,324,5.039738932846448
240,325,4.199462882133938
240,326,5.296485600679016
240,335,4.902092869069151
240,336,5.203220457360416
240,337,4.965914735112792
240,340,5.504438541600844
240,341,5.486851714195853
240,342,5.49214393461952
240,343,4.497762518273786
240,344,5.395580533978484
240,345,5.357911505360155
240,346,4.845046405226962
240,351,5.096436006988006
240,352,4.439656203690377
240,354,4.74560504787783
240,356,4.650476056373307
240,361,4.507899291067012
240,363,5.297777562789258
240,364,5.398365781616141
240,366,4.804061975948635
240,367,4.704209291176077
240,374,5.235326712262909
240,378,4.755303377022839
240,381,5.302994327947282
240,388,4.994361720607335
240,392,4.696459556124707
240,393,4.6422363229479
240,394,4.695356679989618
240,395,5.0974216107230985
240,396,4.8740038999296225
240,397,5.1496559450814905
240,403,5.593877121765938
240,404,5.038093505323148
240,407,4.998031569656882
240,411,5.01431941696706
240,413,5.005065839351845
240,416,4.252571085208375
240,420,4.859959012794824
240,421,5.505693048985839
240,422,5.688618679121893
240,423,5.002833240264645
240,430,4.795026469584698
240,431,5.002886154343645
240,433,5.054820488342351
240,434,4.854413954972606
240,437,4.40194700179923
240,438,4.748538872166335
240,440,5.001469570931169
240,441,4.858997410269205
240,442,5.397915179887884
240,444,5.598351660148773
240,447,5.107326228230101
240,448,4.86321187915819
240,450,4.5991605838583824
240,452,5.353832167461906
240,454,4.952834969149073
240,456,5.198216067531302
240,458,6.095918511074022
240,461,4.900969424424717
240,462,4.40296655769439
240,466,4.597344169186634
240,467,5.99394915761267
240,472,4.959249755077834
240,473,5.097960005439553
240,477,5.024015719232244
240,482,4.997208457111173
240,486,5.445670031668451
240,487,4.552536824318237
240,488,5.4954967716796785
240,489,5.001001549195835
240,491,5.30215555224562
240,493,5.207651006588061
240,496,4.406167142392102
240,501,4.501534484730646
240,502,5.198717270668076
240,503,5.357414118988225
240,504,4.526040547168491
240,508,4.841403021193265
240,509,4.195857346698347
240,510,5.2003803500395485
240,511,4.790170775490178
240,516,5.002383113382198
240,518,5.816550475592752
240,526,5.052054844376168
240,527,3.7436410835459935
240,530,4.195883512604189
240,533,5.105454219037368
240,534,4.605429897380092
240,538,4.998599274079435
240,539,4.69447565666633
240,541,4.641702865424939
240,542,5.195954919476796
240,543,5.245935416146343
240,546,4.7155017312246255
240,549,4.708332159941513
240,551,4.989568395508746
241,236,6.900156965924334
241,238,6.6471569990099315
241,239,6.300588755066141
241,240,7.29352664709922
241,242,6.96815459628351
241,243,6.948710038694712
241,248,5.702603789960031
241,249,6.529446330963075
241,250,6.998001737623375
241,251,7.39649999705641
241,257,6.8992400841046875
241,261,7.34457580024197
241,262,5.696123500831192
241,266,6.498787940330911
241,268,6.498064413307244
241,270,6.397491553655786
241,275,6.198656345710763
241,278,7.298695958981079
241,282,6.798673081969613
241,284,7.695132227049927
241,287,5.605835472992958
241,288,7.597145562393944
241,289,7.09543321141519
241,290,6.500001198465757
241,291,6.546874296182009
241,293,6.52943482739165
241,299,6.646191267118539
241,301,6.530593351751331
241,303,7.195886755553969
241,305,6.417155785349523
241,307,6.745712743215873
241,308,6.496470589210891
241,312,6.449051486903399
241,313,6.4997501840354275
241,319,6.897725066037948
241,320,6.646483324443095
241,323,6.997012661417124
241,324,6.967653525127628
241,326,6.897306187651222
241,327,6.2492029658815085
241,328,7.29986635715187
241,329,6.83639272350853
241,332,7.249582655723456
241,333,6.702404478498632
241,336,7.045407738063015
241,337,6.46822657722493
241,338,7.09447348442693
241,339,6.499573152962332
241,340,7.498825400948963
241,342,7.395156768866478
241,343,6.051138857706465
241,348,6.3969922842846625
241,349,6.8491070368179905
241,352,5.848750891651034
241,354,6.199445332306046
241,355,7.496011473104865
241,356,6.346526275317519
241,357,7.298849186310887
241,360,6.79217295446159
241,361,6.200642784431775
241,362,6.938423439747684
241,363,7.2463749943249764
241,369,6.9087832797477455
241,370,7.045938030360388
241,371,6.8039476210604
241,372,6.799346459374933
241,377,8.495421779659917
241,378,6.652914958084328
241,381,7.298743377663412
241,383,6.947260278833148
241,384,6.996926486798959
241,386,6.6972975339889755
241,388,6.518052826970174
241,389,7.432661604373587
241,391,7.302954272816627
241,392,6.24823764908405
241,393,6.278723627354454
241,395,6.8971829567255405
241,396,6.416940535487194
241,398,6.502095820185833
241,402,7.143734599058735
241,403,7.345795300859169
241,405,6.695907536284245
241,406,6.997114405086776
241,407,6.797098260485306
241,409,6.19837538513906
241,412,6.847941237111442
241,417,5.4502193255691225
241,418,6.745461283614741
241,428,6.695304996453591
241,429,6.698259467423133
241,431,6.649786777708666
241,432,7.599464731772969
241,434,6.749768821697976
241,437,5.890772530633529
241,438,6.249645701596924
241,442,7.397971890544879
241,443,6.849069509267305
241,445,7.096579483651005
241,448,6.802010690515002
241,450,6.2984904894429645
241,452,7.492627166986819
241,455,6.696912881414445
241,456,6.994077576035714
241,463,5.8496607724925145
241,467,7.79213572317336
241,469,6.896089346108086
241,470,7.347995937824766
241,472,6.852616631240365
241,473,6.696159244346336
241,474,6.551929149732474
241,475,6.297313134559081
241,477,6.5564914180347715
241,481,5.653137030309104
241,484,7.195526688569706
241,485,6.6456253797662095
241,488,7.095428890667857
241,489,6.799730109025041
241,491,7.29664402648305
241,493,7.150960177390053
241,494,5.703387060120994
241,495,6.517465373732404
241,501,6.100010147067087
241,502,6.9947509478247
241,503,7.639890261085159
241,504,6.705022479581792
241,508,6.301600588557709
241,511,6.099388681905331
241,512,5.599590188246256
241,516,6.75016638209637
241,517,6.296922762398356
241,523,6.998858213805489
241,524,7.045100433624865
241,529,7.194456698399909
241,531,7.793834129108178
241,533,6.89985360954898
241,535,6.200097859093679
241,536,6.896129664538693
241,538,7.000786034215781
241,543,6.897343767235704
241,548,6.001624475891359
241,549,6.502511590755057
241,550,6.949217147152674
242,236,6.753718737959786
242,240,7.187764047391379
242,241,7.489587638491822
242,242,7.013789586316589
242,243,6.848686826375844
242,245,6.334087093558718
242,248,5.5594036538103735
242,249,6.430488433882809
242,250,6.897790857338483
242,251,7.247692960865308
242,253,6.100782866556818
