nodes,connection
"(872, 935)",0.6602312345314373
"(998, 1174)",0.9114042125689361
"(380, 1093)",0.9254346015705515
"(313, 952)",0.8179024512368662
"(707, 1183)",0.45475067809297576
"(500, 1126)",0.504089395381832
"(751, 819)",0.7143757668201013
"(862, 1257)",0.9492239974920343
"(906, 950)",0.6591374732372176
"(574, 644)",0.4340277357410255
"(748, 817)",0.4122687528052401
"(884, 1413)",0.7427550412015672
"(607, 1340)",0.9492239974920343
"(431, 967)",0.46899049492253075
"(922, 1327)",0.16954162164308922
"(577, 896)",0.5021893986061862
"(1112, 1168)",0.9434071251052045
"(876, 956)",0.45316218680444453
"(476, 1545)",0.7751497550283137
"(319, 1106)",0.5679801988160385
"(687, 1570)",0.9333160976356768
"(602, 945)",0.8637467262898436
"(1347, 1367)",0.9190677158412347
"(647, 1059)",0.7910229062158507
"(602, 618)",0.6600670945085865
"(952, 1571)",0.9492239974920343
"(855, 1229)",0.30013926411023295
"(1002, 1265)",0.9492239974920343
"(746, 1492)",0.9233139629740621
"(947, 1075)",0.9374283588462607
"(311, 683)",0.1433007689674197
"(938, 1316)",0.6977722200994554
"(800, 1336)",0.44174642779736184
"(1429, 1537)",0.499118996341804
"(522, 1482)",0.08546768393695678
"(893, 1118)",0.9358262785534195
"(720, 951)",0.42364989271058506
"(1464, 1549)",0.9492239974920343
"(674, 1346)",0.7573301561287278
"(392, 1582)",0.930536074358994
"(872, 1597)",0.6602312345314373
"(1149, 1236)",0.9374283588462607
"(301, 725)",0.9400200571640847
"(526, 1263)",0.7366414974221432
"(362, 799)",0.6237585127570595
"(847, 985)",0.7331062312963412
"(399, 1545)",0.6491589692808708
"(1058, 1531)",0.8489466396943065
"(331, 590)",0.9492239974920343
"(531, 879)",0.18310473580072267
"(564, 1241)",0.9027646152658385
"(1224, 1446)",0.9171579531292569
"(1061, 1305)",0.6804789142147544
"(363, 1529)",0.9108695711604243
"(1435, 1516)",0.4004157288599071
"(324, 1182)",0.15409046845673469
"(1082, 1326)",0.8085098955609551
"(1273, 1500)",0.9429982389671093
"(576, 1144)",0.8864969800741955
"(334, 472)",0.8566111799921311
"(321, 747)",0.16505282173091496
"(569, 979)",0.3080488368494573
"(807, 1357)",0.885794681890199
"(802, 1033)",0.6591374732372176
"(1155, 1341)",0.7731237283436163
"(1450, 1520)",0.8844298009911259
"(604, 1279)",0.9297126603178654
"(948, 1340)",0.567726581277965
"(1271, 1534)",0.9285517217358207
"(600, 871)",0.6712113101745801
"(399, 1240)",0.9266469916305651
"(681, 834)",0.5113564476453656
"(830, 913)",0.4772449914996447
"(340, 1534)",0.7660016251228574
"(575, 759)",0.6737161124651353
"(1096, 1441)",0.3107104383096731
"(337, 1244)",0.9492239974920343
"(397, 1288)",0.5824402069929561
"(795, 1467)",0.3064133856641443
"(1103, 1256)",0.17444956409871876
"(848, 1371)",0.8903166027847734
"(701, 1479)",0.11952019848555533
"(302, 923)",0.9492239974920343
"(2405, 1359)",0.9492239974920343
"(890, 1133)",0.3249725335890494
"(642, 1426)",0.9151076441751271
"(387, 420)",0.6257465403240611
"(379, 1191)",0.43454891899650294
"(573, 1088)",0.9492239974920343
"(516, 844)",0.526309283902571
"(699, 1153)",0.949224000001179
"(523, 609)",0.8432658807935083
"(903, 1155)",0.8895678481086553
"(642, 667)",0.9400277866595315
"(433, 675)",0.7011993470957142
"(890, 1519)",0.4721099264739065
"(520, 1395)",0.38947676617281
"(452, 1533)",0.40908919183474385
"(355, 427)",0.40730085764655044
"(355, 1327)",0.1518283190302324
"(464, 1526)",0.9492239974920343
"(738, 1285)",0.2370067552970753
"(991, 1145)",0.1469891922568719
"(637, 1020)",0.8566111799921311
"(1119, 1376)",0.7021853802312457
"(449, 513)",0.9492239974920343
"(485, 1394)",0.8868445049870276
"(953, 1051)",0.7962882405979095
"(304, 649)",0.26403023034102735
"(780, 1191)",0.565023069664573
"(327, 1553)",0.129586129190731
"(721, 1002)",0.9376624684233521
"(374, 488)",0.6926615523400942
"(831, 1286)",0.2416874436229588
"(1034, 1533)",0.3838074968269404
"(649, 770)",0.7644947298817675
"(723, 895)",0.6109141086394952
"(937, 1289)",0.9307684565111674
"(830, 984)",0.5168575328551128
"(814, 1481)",0.14779477813538952
"(365, 468)",0.14804700467279366
"(510, 1365)",0.9346179341775565
"(542, 1140)",0.7057764384006691
"(943, 1331)",0.8819414829559296
"(588, 690)",0.9031853203130957
"(420, 686)",0.7331062312963412
"(378, 1029)",0.47610705320100394
"(1370, 1552)",0.9004039839434363
"(1225, 1232)",0.23259644212121255
"(372, 839)",0.9020698154040623
"(371, 1598)",0.5359863372753417
"(725, 1427)",0.7910229062158507
"(424, 750)",0.6210378297497958
"(339, 785)",0.5273336927065374
"(1326, 1387)",0.6644176735203202
"(1202, 1374)",0.5296053452802866
"(611, 1377)",0.5364242265786194
"(591, 1170)",0.4656939369884866
"(762, 979)",0.6311154006577648
"(360, 1552)",0.9149774542228981
"(961, 1170)",0.5442977837223528
"(685, 1547)",0.4977998755981881
"(650, 881)",0.9492239974920343
"(586, 717)",0.44733607444219864
"(551, 1000)",0.5243547856900539
"(497, 744)",0.6544998326567696
"(407, 702)",0.8735451918819558
"(517, 1397)",0.2797939180570424
"(985, 1132)",0.6237585127570595
"(301, 864)",0.7813873891168206
"(324, 658)",0.5359863372753417
"(689, 730)",0.9248604844987578
"(388, 1250)",0.9074326497807549
"(673, 1115)",0.9494159794930875
"(327, 744)",0.9323796775942814
"(579, 845)",0.7338358181261362
"(501, 1527)",0.5379384937587123
"(907, 1015)",0.12757126922754577
"(559, 1396)",0.8771236524988416
"(1121, 1199)",0.4187679715652409
"(455, 1200)",0.9471770292436601
"(420, 1536)",0.8597795365003607
"(504, 1189)",0.5881528666512689
"(306, 1129)",0.9492239974920343
"(1201, 1376)",0.6607311669764425
"(408, 1219)",0.6123278990121562
"(544, 1565)",0.7464405733582093
"(1059, 1594)",0.9170694643014764
"(902, 1278)",0.9483764309544558
"(363, 899)",0.9188128024796329
"(359, 641)",0.42711001766465834
"(716, 1418)",0.10494227033486296
"(431, 816)",0.7323325714008962
"(1033, 1398)",0.8036557181471897
"(525, 855)",0.7574840742189398
"(597, 1159)",0.9431276082334058
"(972, 1014)",0.6642925106663138
"(624, 672)",0.1171595942724402
"(1041, 1573)",0.6527756038938765
"(761, 1155)",0.9492239974920343
"(889, 1097)",0.9492239974920343
"(1251, 1491)",0.24416185208446822
"(919, 1374)",0.18899036856535742
"(783, 1338)",0.7444072011894302
"(1283, 1378)",0.8877384324504278
"(571, 1537)",0.08407565395161704
"(976, 1367)",0.08407565395161704
"(889, 1484)",0.9492239974920343
"(599, 1216)",0.3436637399280866
"(1127, 1383)",0.7745166498695626
"(460, 1414)",0.9480685983036837
"(1133, 1160)",0.11089587923784892
"(419, 873)",0.6449890648392875
"(819, 1294)",0.9492239974920343
"(662, 722)",0.558382926310932
"(1474, 1562)",0.8127137094133075
"(954, 1042)",0.6477513810262999
"(535, 685)",0.46899049492253075
"(767, 846)",0.10337550797405028
"(1120, 1557)",0.6541624065747464
"(341, 824)",0.9291248365998633
"(842, 1414)",0.08407565395161704
"(921, 1482)",0.9096146011798617
"(1383, 1474)",0.7427165010986311
"(528, 936)",0.42615062264866316
"(1087, 1246)",0.709762213965694
"(472, 1208)",0.948771407345252
"(612, 1452)",0.9123269337757381
"(550, 821)",0.5806499440377643
"(877, 911)",0.6544998326567696
"(1505, 1530)",0.7254612269683073
"(630, 795)",0.9308346082762364
"(1184, 1357)",0.5934921804194694
"(301, 1159)",0.4977998755981881
"(302, 1530)",0.9492239974920343
"(1100, 1202)",0.5200249542389291
"(956, 1294)",0.6578093754925644
"(710, 797)",0.9329747021488022
"(349, 1058)",0.7114159986073942
"(352, 1292)",0.9372893304737283
"(452, 1065)",0.6694528882898744
"(517, 941)",0.9254346015705515
"(305, 1174)",0.4721099264739065
"(503, 870)",0.7054985905582178
"(720, 1192)",0.5522299128040178
"(342, 1034)",0.9492239974920343
"(483, 480)",0.17528585649337378
"(512, 1011)",0.516611374205064
"(1143, 1197)",0.6591374732372176
"(300, 1399)",0.49113885602839824
"(654, 902)",0.7918262017806155
"(954, 1249)",0.7534486143186742
"(330, 1103)",0.4260286595630731
"(512, 1577)",0.10126484090645409
"(675, 818)",0.6449890648392875
"(1339, 1552)",0.660952016815596
"(1246, 1564)",0.6237585127570595
"(1056, 1145)",0.7672769047524378
"(698, 757)",0.660952016815596
"(359, 494)",0.889722632978019
"(404, 1267)",0.35753065137346374
"(627, 833)",0.7350155108400802
"(850, 1391)",0.933905826918675
"(923, 1013)",0.23672869253960335
"(996, 1126)",0.802098392206264
"(1249, 1420)",0.8202761846673566
"(797, 1082)",0.08407565395161704
"(642, 952)",0.5419900851290548
"(313, 565)",0.21800912752900112
"(1145, 1590)",0.9492810418658096
"(844, 166)",0.0947220436069461
"(303, 1598)",0.9492239974920343
"(375, 973)",0.770826143216138
"(583, 1541)",0.6541624065747464
"(818, 951)",0.9207040081810297
"(974, 1295)",0.5323613926286235
"(1290, 1415)",0.8545775572399983
"(640, 1167)",0.6672745910240838
"(782, 1210)",0.1999571408068632
"(313, 887)",0.8580281259608932
"(918, 940)",0.2676692233485947
"(1575, 1593)",0.21265963264250867
"(1404, 1499)",0.6821808632763188
"(401, 944)",0.8554744890692922
"(304, 1091)",0.5090149482626485
"(916, 1325)",0.7953747638736086
"(503, 1233)",0.3926493293135728
"(413, 1514)",0.8855314206427218
"(643, 1316)",0.3185282323178937
"(1037, 1095)",0.1929465774510898
"(578, 1256)",0.8113809804061861
"(611, 1071)",0.5196806150235643
"(646, 1440)",0.9492334843865778
"(1513, 1570)",0.8614212350054637
"(368, 917)",0.912326933775738
"(419, 1232)",0.7464405733582093
"(1329, 1471)",0.7134755668418579
"(310, 1223)",0.5021893986061862
"(530, 789)",0.8014612044281243
"(542, 1048)",0.15120337218583876
"(492, 1019)",0.7587260691520706
"(644, 1456)",0.49758835260152035
"(594, 809)",0.4815162818240669
"(501, 1093)",0.9165719212421269
"(1100, 1269)",0.9254694919336307
"(1235, 1345)",0.9492239974920343
"(302, 459)",0.9492239974920343
"(684, 1477)",0.46849711846173797
"(679, 728)",0.9492451732084913
"(642, 1312)",0.4839899020402673
"(634, 700)",0.9254931459533099
"(605, 1402)",0.951083578608729
"(619, 801)",0.4181028269617878
"(717, 977)",0.9492239968771603
"(648, 969)",0.0953994964649147
"(1023, 1246)",0.8877384324504278
"(599, 1108)",0.7350155108400802
"(1257, 1309)",0.6180102585227579
"(837, 896)",0.681985830591432
"(977, 1526)",0.14746952941051558
"(517, 1147)",0.28648288068256156
"(596, 1457)",0.660952016815596
"(966, 1049)",0.9492239974920343
"(1175, 1210)",0.8891563706548072
"(516, 554)",0.7937069867161252
"(379, 1488)",0.6600255000823306
"(405, 848)",0.1572765969277064
"(301, 1513)",0.2589403501205373
"(754, 1149)",0.9481544736720051
"(820, 1544)",0.6033743676465835
"(1240, 1477)",0.8055483802019344
"(531, 747)",0.528813303336837
"(551, 1287)",0.10599849664075418
"(1137, 1152)",0.6477513810262999
"(466, 1494)",0.21022882969942955
"(364, 516)",0.8979614076191607
"(753, 1161)",0.7848043495469409
"(607, 822)",0.666656534693847
"(670, 790)",0.41623527279893097
"(747, 899)",0.7225004939129342
"(1370, 1434)",0.9039246945435558
"(516, 1305)",0.7627943303304783
"(1224, 1344)",0.38005731793722725
"(304, 1195)",0.7700223260684769
"(491, 1107)",0.3588447611496982
"(796, 1034)",0.32262149523700373
"(847, 1594)",0.7331062312963412
"(407, 529)",0.08407565395161704
"(407, 1351)",0.08407565395161704
"(1110, 1436)",0.7801990181218179
"(405, 1270)",0.6998753309140898
"(1438, 1595)",0.8059831104914726
"(563, 626)",0.7867329448432396
"(780, 812)",0.779215227512062
"(1384, 1588)",0.803216504063519
"(323, 1062)",0.9266469916305651
"(765, 924)",0.7265003577751961
"(967, 1552)",0.5729445013665924
"(784, 1258)",0.8893840220011898
"(425, 501)",0.7265003577751961
"(676, 987)",0.07568242368855602
"(682, 1559)",0.9533107965016551
"(455, 717)",0.358179674945917
"(805, 1218)",0.7179618720110705
"(821, 1583)",0.5516325836719885
"(529, 1129)",0.6591374732372176
"(445, 619)",0.9492239974920343
"(940, 1520)",0.9459048012191766
"(1207, 1424)",0.1713673704274625
"(1298, 1336)",0.48515156417612715
"(1231, 1493)",0.9335548175837611
"(792, 934)",0.9492239974920343
"(389, 1081)",0.6977722200994554
"(966, 1549)",0.9492239974920343
"(1464, 1566)",0.9374283588462607
"(558, 1385)",0.6354958380566554
"(382, 748)",0.4967644554635345
"(829, 1447)",0.9492239974920343
"(663, 1579)",0.8843652532089697
"(522, 957)",0.08471712312493053
"(789, 1143)",0.9492239974920343
"(777, 1481)",0.7256293318178546
"(372, 1153)",0.2984035092501825
"(660, 1590)",0.9363238167253879
"(682, 928)",0.46899049492253075
"(600, 1216)",0.37228055893979206
"(362, 466)",0.17953981620681403
"(308, 1226)",0.27370039671289886
"(1152, 1272)",0.5518434793934559
"(368, 1479)",0.9173807163290211
"(684, 1033)",0.49113885602839824
"(570, 482)",0.9076329800591366
"(741, 1048)",0.6694528882898744
"(806, 1468)",0.6033743676465835
"(360, 878)",0.10496572698381042
"(494, 1467)",0.8597795365003607
"(558, 769)",0.4340277357410255
"(633, 658)",0.9307629395560831
"(813, 1316)",0.15947704429728377
"(443, 1516)",0.660952016815596
"(347, 916)",0.685549639883545
"(702, 1497)",0.14921266997512167
"(626, 1230)",0.1539215825216169
"(480, 1118)",0.9330426506789284
"(503, 1526)",0.9206145837131183
"(543, 1349)",0.9317995688207333
"(430, 1389)",0.8367960927887443
"(766, 799)",0.7328492244854041
"(482, 1451)",0.10368675687556371
"(462, 819)",0.6825924454633835
"(864, 1399)",0.7536666262734576
"(404, 1035)",0.6886297403773685
"(1527, 1554)",0.6555795922561276
"(1215, 1575)",0.6713444793801058
"(342, 1011)",0.9492239974920343
"(636, 1179)",0.224557910176052
"(1090, 1134)",0.8077697706325871
"(393, 968)",0.7513468185244998
"(978, 1027)",0.9244234077503575
"(460, 1085)",0.9238902760731575
"(595, 925)",0.6032183279670202
"(342, 1339)",0.2231642561301151
"(1271, 1361)",0.8926305135531832
"(930, 1593)",0.1308917223667068
"(498, 1012)",0.9321921159047797
"(370, 1511)",0.11792292336125719
"(957, 1119)",0.37228055893979206
"(1185, 1423)",0.9190677158412347
"(504, 1499)",0.7785459709920832
"(894, 1370)",0.10052023368825555
"(472, 1526)",0.9329822591631276
"(737, 1360)",0.34646691463992096
"(845, 1560)",0.9045508812613415
"(661, 991)",0.6578093754925644
"(789, 1438)",0.9492239974920343
"(933, 1256)",0.5545822593575576
"(878, 1291)",0.6354958380566554
"(325, 655)",0.5671068659594055
"(1085, 1226)",0.9447512592603821
"(355, 1396)",0.9494889581171724
"(1291, 1371)",0.10279260155931108
"(544, 1318)",0.9444787975936332
"(494, 1031)",0.5592573205964491
"(613, 1149)",0.6449890648392875
"(484, 1250)",0.9295061373274294
"(607, 745)",0.666656534693847
"(2111, 2217)",0.9492239974920343
"(570, 880)",0.8566111799921311
"(714, 847)",0.14682159307890916
"(929, 1290)",0.7774147423521884
"(398, 555)",0.31127567106377685
"(331, 397)",0.7331062312963412
"(1027, 1412)",0.08407565395161704
"(806, 1568)",0.9492235526066292
"(406, 1245)",0.8594854333311188
"(734, 1467)",0.5606763394423989
"(644, 824)",0.6525964355191937
"(509, 107)",0.9492239974920343
"(557, 956)",0.4977998755981881
"(702, 1553)",0.8930800501237612
"(721, 847)",0.9315055585734152
"(680, 1311)",0.6273042671959301
"(600, 622)",0.10744811607536306
"(667, 1508)",0.1209823635450019
"(1214, 1254)",0.9003126891368372
"(526, 1240)",0.5012998743250093
"(942, 1224)",0.9214108651325473
"(674, 1595)",0.7727031472093329
"(485, 953)",0.9346179341775565
"(1269, 1423)",0.9428806373406126
"(402, 901)",0.8614212350054637
"(457, 623)",0.78165995990958
"(607, 1596)",0.7178994447251418
"(904, 1580)",0.19992448733128523
"(851, 876)",0.9214108651325473
"(965, 1364)",0.14779477813538952
"(1375, 1578)",0.8661933345808501
"(763, 1444)",0.7350155108400802
"(438, 1086)",0.949223997796502
"(1275, 1474)",0.9492286785137668
"(585, 1284)",0.5174490973619071
"(1044, 1135)",0.9123070312406562
"(955, 1478)",0.9256053728526599
"(305, 1314)",0.5766121817505799
"(884, 1348)",0.6567077538928814
"(683, 1159)",0.78165995990958
"(769, 847)",0.8453220432680315
"(478, 1343)",0.660952016815596
"(561, 1407)",0.0981783321792971
"(463, 1329)",0.1429375528964052
"(638, 1106)",0.9492239974920343
"(1474, 1526)",0.14714428766164267
"(1146, 1264)",0.8059831104914726
"(671, 1185)",0.42529069777201806
"(1255, 1256)",0.8727917509807728
"(325, 861)",0.9005190784889618
"(1105, 1246)",0.8590780811236832
"(1473, 1534)",0.23673500553607907
"(965, 1335)",0.7627943303304783
"(1068, 1160)",0.11089587923784892
"(1215, 1322)",0.5741867521110439
"(1380, 1469)",0.9304359816897555
"(691, 770)",0.4977998755981881
"(405, 590)",0.3108987972538603
"(1068, 1503)",0.9260410334249057
"(920, 1297)",0.10671351803775285
"(355, 1214)",0.9493070931736822
"(755, 1538)",0.6998753309140898
"(529, 648)",0.18028653324448563
"(520, 1335)",0.6567077538928814
"(1327, 1572)",0.7235940757008904
"(728, 1041)",0.6118166366786022
"(446, 1460)",0.6850874903924498
"(845, 956)",0.5252702999501838
"(663, 1439)",0.9492239974920343
"(313, 481)",0.6569748222560069
"(345, 1309)",0.8110933242605414
"(408, 1270)",0.7259186526566351
"(566, 1401)",0.5152159505248853
"(731, 1113)",0.9193403304402722
"(365, 1552)",0.9140680950505116
"(484, 1033)",0.8877384324504278
"(1386, 1432)",0.14968289014431407
"(834, 1074)",0.30013926411023295
"(624, 718)",0.9114813044604672
"(1312, 1565)",0.8055483802019344
"(318, 913)",0.454861916181438
"(625, 1017)",0.6558971889619651
"(947, 1092)",0.14814076364820353
"(349, 1158)",0.3529024238237824
"(1217, 1368)",0.8081207197886425
"(889, 1467)",0.9492264823111447
"(671, 1094)",0.9346179341775565
"(516, 1281)",0.9492239974920343
"(1059, 1375)",0.565486545779736
"(735, 803)",0.18466883564789954
"(1087, 1334)",0.823099666896941
"(581, 1298)",0.5284809875149462
"(474, 1491)",0.08407565395161704
"(504, 690)",0.823099666896941
"(312, 1015)",0.8974106640940464
"(1116, 1537)",0.8750305043170586
"(715, 1174)",0.6578194800800067
"(506, 1004)",0.1999363292218938
"(709, 1289)",0.14316746886970513
"(636, 1285)",0.6472255320445782
"(405, 503)",0.9492239974920343
"(364, 1403)",0.9493259016057528
"(453, 1432)",0.4277878832626146
"(1341, 1546)",0.7331062312963412
"(364, 1451)",0.8953424064755648
"(397, 658)",0.9248604844987578
"(1031, 1369)",0.9190677158412347
"(1163, 1189)",0.8147353652444622
"(1007, 1351)",0.8957656995643162
"(461, 1390)",0.5671068659594055
"(423, 434)",0.8144751070226908
"(402, 1400)",0.6578093754925644
"(334, 1478)",0.9096941101171973
"(1138, 1282)",0.9238242274716976
"(721, 1460)",0.8153907522577121
"(1188, 1599)",0.23673500553607907
"(819, 1226)",0.31352093405654186
"(868, 1162)",0.5587886628913445
"(713, 1255)",0.6237585127570595
"(399, 436)",0.5262260162776873
"(1095, 1157)",0.9150760320229335
"(556, 861)",0.0879025539838567
"(1418, 1478)",0.3033619412628027
"(374, 1053)",0.19285575599405055
"(445, 507)",0.15485248109131908
"(1060, 1377)",0.17216438201050846
"(402, 1549)",0.08407565395161704
"(896, 1351)",0.09470566260431658
"(1014, 1060)",0.9123269337757381
"(1214, 1400)",0.9513285889874618
"(899, 1265)",0.08047526168465548
"(349, 469)",0.9355172888714289
"(652, 797)",0.46040627703606096
"(451, 1139)",0.8928307274114403
"(312, 700)",0.8941127325647962
"(576, 1498)",0.1478904133934746
"(1061, 1404)",0.0857937148043079
"(389, 1577)",0.9298232406951051
"(1341, 1386)",0.5592573205964491
"(1437, 1450)",0.8619802237891052
"(460, 698)",0.9431276082334058
"(555, 1459)",0.5687047371476058
"(648, 1444)",0.8021147662779352
"(728, 801)",0.13797383708332517
"(687, 1159)",0.8519080096633326
"(631, 1211)",0.5632655687972027
"(625, 1041)",0.3657766928599344
"(318, 1462)",0.823099666896941
"(763, 779)",0.4120745806999332
"(441, 1404)",0.8771236524988416
"(1104, 1567)",0.6491589692808708
"(392, 751)",0.7534486143186742
"(434, 1377)",0.7848043495469409
"(347, 989)",0.5592573205964491
"(1471, 1508)",0.24389031790665083
"(315, 430)",0.8202614360548329
"(339, 515)",0.3678507808339488
"(735, 1053)",0.9492239974920343
"(739, 1012)",0.6233774904664928
"(513, 984)",0.13099759966302377
"(330, 1242)",0.9492239974920343
"(643, 1500)",0.9276492198589306
"(1460, 1555)",0.08290911192634948
"(959, 1144)",0.567726581277965
"(503, 1131)",0.46899049492253075
"(1303, 934)",0.9492239974920343
"(916, 942)",0.527856110570062
"(577, 734)",0.5213989767964496
"(1074, 1188)",0.5231313534196094
"(814, 1338)",0.8895678481086553
"(590, 1123)",0.9257040189360979
"(912, 1263)",0.5542125713216743
"(457, 1027)",0.20245389248675147
"(859, 1026)",0.4977998755981881
"(411, 672)",0.8422170506499554
"(390, 1374)",0.4191462849012479
"(1446, 1555)",0.08082877271012406
"(817, 979)",0.45561279729125925
"(1270, 1593)",0.6417108063309762
"(650, 1584)",0.8453220432680315
"(576, 688)",0.396354633631981
"(804, 1363)",0.9049317293396519
"(1017, 1268)",0.9208683768719823
"(1223, 1253)",0.558382926310932
"(763, 1188)",0.9378206879209311
"(915, 1528)",0.7717511349383939
"(488, 655)",0.5592573205964491
"(391, 1504)",0.24931763166842016
"(467, 527)",0.3921938928836299
"(309, 929)",0.8943915508520695
"(854, 1139)",0.8925766656691962
"(868, 1332)",0.597276299294431
"(678, 1532)",0.7481795352965641
"(1216, 1354)",0.8277896039603834
"(718, 803)",0.4623590164138804
"(581, 1303)",0.44174642779736184
"(508, 742)",0.6154259609322574
"(502, 1253)",0.9346179341775565
"(376, 765)",0.8795259024980504
"(408, 508)",0.15932432464638888
"(1258, 1576)",0.4234913312989717
"(772, 1149)",0.9237518109521546
"(1146, 1562)",0.153651837177218
"(875, 1523)",0.7464405733582093
"(357, 1221)",0.9276519556800898
"(407, 930)",0.46899049492253075
"(741, 1079)",0.9492239974920343
"(304, 1141)",0.9311946281671187
"(635, 1400)",0.6578093754925644
"(587, 1317)",0.1636802210938502
"(905, 1476)",0.8868445049870276
"(831, 1435)",0.08650237561600321
"(310, 843)",0.5213989767964496
"(421, 955)",0.9243093460388556
"(329, 619)",0.5371987475540325
"(1144, 1579)",0.49113885602839824
"(361, 590)",0.5125283031795131
"(416, 553)",0.770826143216138
"(713, 1263)",0.6477513810262999
"(1528, 1544)",0.9492239974920343
"(580, 1304)",0.6949715439555333
"(549, 1508)",0.9492239974920343
"(945, 1545)",0.6841589597326667
"(783, 1134)",0.14897939598676083
"(973, 1397)",0.9054009965856848
"(1321, 1519)",0.10429086213928816
"(341, 1384)",0.8868445049870276
