gender,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,attr,sinc,intel,fun,met,iid,pid,match
0,1,25,2,50,0,30,10,0,10,7,8,7,5,2,24,law,2,2,5,Alabama,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,45,5,25,20,0,7,5,10,8,8,7,8,3,2,176,152,
0,1,30,2,35,15,25,10,5,10,5,3,4,3,2,24,law,2,2,5,Alabama,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,45,5,25,20,0,7,5,10,8,7,5,9,6,2,176,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,2,24,law,2,2,5,Alabama,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,45,5,25,20,0,7,5,10,8,5,8,7,5,2,176,499,
0,1,28,2,50,0,25,10,0,15,8,6,9,9,2,24,law,2,2,5,Alabama,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,45,5,25,20,0,7,5,10,8,7,6,8,9,2,176,378,
0,1,24,2,100,0,0,0,0,0,6,5,7,7,2,24,law,2,2,5,Alabama,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,45,5,25,20,0,7,5,10,8,6,7,8,7,2,176,552,
0,1,27,2,35,20,20,20,0,5,7,8,6,5,1,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,7,9,10,7,1,279,449,
0,1,22,2,60,0,0,40,0,0,6,7,10,6,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,9,7,9,8,2,279,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,7,9,9,7,2,279,68,
0,1,23,2,30,5,15,40,5,5,7,9,8,8,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,9,7,9,7,2,279,45,
0,0,24,3,30,10,20,10,10,20,6,10,8,6,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,9,10,10,10,2,279,221,
0,1,25,2,50,0,30,10,0,10,7,6,6,6,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,8,10,10,7,2,279,152,
0,1,30,2,35,15,25,10,5,10,6,3,5,4,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,8,9,10,7,2,279,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,4,5,6,4,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,7,9,9,8,2,279,499,
0,1,28,2,50,0,25,10,0,15,7,7,6,8,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,9,9,9,9,2,279,378,
0,1,24,2,100,0,0,0,0,0,5,6,8,5,2,25,Economics,2,8,4,Connecticut,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,35,10,35,10,10,8,9,8,9,8,7,9,7,2,279,552,
0,1,27,2,35,20,20,20,0,5,6,7,8,7,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,4,10,8,5,2,448,449,
0,1,22,2,60,0,0,40,0,0,6,5,10,6,1,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,8,7,8,10,1,448,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,4,7,8,8,2,448,68,
0,1,23,2,30,5,15,40,5,5,7,7,7,9,1,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,8,10,7,10,1,448,45,
0,0,24,3,30,10,20,10,10,20,8,8,9,8,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,6,9,8,9,2,448,221,
0,1,25,2,50,0,30,10,0,10,6,6,7,7,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,5,10,8,4,2,448,152,
0,1,30,2,35,15,25,10,5,10,7,6,3,5,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,7,10,10,7,2,448,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,7,8,6,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,5,9,9,5,2,448,499,
0,1,28,2,50,0,25,10,0,15,7,7,7,10,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,9,8,10,10,2,448,378,
0,1,24,2,100,0,0,0,0,0,7,8,8,7,2,23,Law,2,1,1,Texas,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,20,20,20,20,10,7,8,9,7,8,9,10,10,2,448,552,
0,1,27,2,35,20,20,20,0,5,6,8,8,8,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,5,8,8,2,2,117,449,
0,1,22,2,60,0,0,40,0,0,6,7,10,7,1,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,8,6,6,5,1,117,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,1,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,4,6,8,8,1,117,68,
0,1,23,2,30,5,15,40,5,5,6,8,6,8,1,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,8,5,5,7,1,117,45,
0,0,24,3,30,10,20,10,10,20,5,9,9,7,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,6,7,7,5,2,117,221,
0,1,25,2,50,0,30,10,0,10,5,8,7,7,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,5,6,7,5,2,117,152,
0,1,30,2,35,15,25,10,5,10,2,3,4,4,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,6,6,8,5,2,117,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,5,5,6,5,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,5,5,7,6,2,117,499,
0,1,28,2,50,0,25,10,0,15,5,9,9,9,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,7,5,7,8,2,117,378,
0,1,24,2,100,0,0,0,0,0,3,10,7,7,2,21,Law,2,8,1,Bowdoin College,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,20,5,25,25,10,6,3,6,10,9,6,7,9,2,117,552,
0,0,27,2,35,20,20,20,0,5,7,9,8,9,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,6,9,7,6,2,199,449,
0,0,22,2,60,0,0,40,0,0,6,8,10,6,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,6,9,9,6,2,199,19,
0,1,22,4,19,18,19,18,14,12,10,10,10,10,1,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,4,7,9,4,1,199,68,
0,0,23,2,30,5,15,40,5,5,6,8,8,7,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,8,6,7,8,2,199,45,
0,0,24,3,30,10,20,10,10,20,9,7,9,7,1,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,5,4,8,8,1,199,221,
0,0,25,2,50,0,30,10,0,10,6,6,8,8,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,3,7,6,1,2,199,152,
0,0,30,2,35,15,25,10,5,10,5,6,8,4,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,8,8,8,8,2,199,308,
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,7,8,7,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,4,8,9,2,2,199,499,
0,0,28,2,50,0,25,10,0,15,6,7,7,6,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,7,6,8,8,2,199,378,
0,0,24,2,100,0,0,0,0,0,7,10,10,6,2,23,law,4,1,1,MD,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,10,25,20,25,5,5,7,8,9,8,9,9,9,2,199,552,
0,0,27,2,35,20,20,20,0,5,7,8,8,8,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,4,8,8,5,2,301,449,
0,0,22,2,60,0,0,40,0,0,7,9,10,6,1,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,6,6,8,4,1,301,19,
0,1,22,4,19,18,19,18,14,12,10,10,10,10,,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,3,6,8,7,1,301,68,
0,0,23,2,30,5,15,40,5,5,8,8,9,8,1,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,7,8,8,7,1,301,45,
0,0,24,3,30,10,20,10,10,20,8,7,9,6,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,4,7,7,4,1,301,221,
0,0,25,2,50,0,30,10,0,10,8,8,8,6,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,4,8,7,4,2,301,152,
0,0,30,2,35,15,25,10,5,10,7,6,5,4,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,7,7,8,7,2,301,308,
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,8,7,6,7,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,5,7,8,5,2,301,499,
0,0,28,2,50,0,25,10,0,15,9,7,9,9,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,6,6,8,8,2,301,378,
0,0,24,2,100,0,0,0,0,0,7,6,8,6,2,22,Law,4,2,4,Southern California,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,15,15,25,20,15,6,6,5,7,8,6,7,7,2,301,552,
0,1,27,2,35,20,20,20,0,5,8,7,6,6,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,5,8,7,4,2,233,449,
0,1,22,2,60,0,0,40,0,0,8,8,10,7,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,8,7,7,9,2,233,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,5,8,8,6,2,233,68,
0,1,23,2,30,5,15,40,5,5,8,8,8,8,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,8,6,5,6,2,233,45,
0,0,24,3,30,10,20,10,10,20,9,9,8,9,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,6,8,8,5,2,233,221,
0,1,25,2,50,0,30,10,0,10,8,7,7,7,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,6,8,8,5,2,233,152,
0,1,30,2,35,15,25,10,5,10,6,4,7,5,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,6,7,8,5,2,233,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,9,8,8,8,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,5,6,7,4,2,233,499,
0,1,28,2,50,0,25,10,0,15,8,7,8,10,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,8,8,5,9,2,233,378,
0,1,24,2,100,0,0,0,0,0,8,10,9,9,2,25,Masters in Public Administration,2,1,1,"London, England",1,5,1,Journalist,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,9.09,18.18,27.27,18.18,18.18,7,4,8,8,7,6,8,7,2,233,552,
0,0,27,2,35,20,20,20,0,5,6,8,7,8,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,8,10,9,8,2,365,449,
0,0,22,2,60,0,0,40,0,0,8,8,10,7,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,10,10,10,10,2,365,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,5,10,10,6,2,365,68,
0,0,23,2,30,5,15,40,5,5,7,8,7,8,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,10,9,8,8,2,365,45,
0,0,24,3,30,10,20,10,10,20,7,9,8,9,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,5,10,8,8,2,365,221,
0,0,25,2,50,0,30,10,0,10,6,6,7,8,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,8,9,9,7,2,365,152,
0,0,30,2,35,15,25,10,5,10,8,6,7,8,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,6,8,9,6,2,365,308,
0,0,27,2,33.33,11.11,11.11,11.11,11.11,22.22,7,7,7,7,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,6,7,8,7,2,365,499,
0,0,28,2,50,0,25,10,0,15,6,6,6,7,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,8,5,5,6,2,365,378,
0,0,24,2,100,0,0,0,0,0,5,6,6,6,2,26,Masters in Public Administration,6,1,1,"Palm Springs, California",1,4,1,"Congresswoman, and comedian",9,4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,20,10,20,30,10,7,6,10,7,7,8,7,8,2,365,552,
0,1,27,2,35,20,20,20,0,5,7,8,7,8,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,6,10,10,6,2,252,449,
0,1,22,2,60,0,0,40,0,0,1,1,1,1,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,1,1,1,1,1,252,19,
0,0,22,4,19,18,19,18,14,12,10,10,10,10,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,6,10,10,10,2,252,68,
0,1,23,2,30,5,15,40,5,5,7,8,7,9,1,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,10,10,10,10,1,252,45,
0,0,24,3,30,10,20,10,10,20,6,9,9,7,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,5,7,7,7,2,252,221,
0,1,25,2,50,0,30,10,0,10,,8,7,7,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,5,10,6,4,2,252,152,
0,1,30,2,35,15,25,10,5,10,7,7,4,3,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,5,10,8,6,2,252,308,
0,1,27,2,33.33,11.11,11.11,11.11,11.11,22.22,6,6,6,6,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,5,6,6,4,2,252,499,
0,1,28,2,50,0,25,10,0,15,7,7,7,7,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,9,9,9,9,2,252,378,
0,1,24,2,100,0,0,0,0,0,6,6,6,6,2,26,Masters of Social Work&Education,2,4,4,94115,2,6,1,To create early childhood intervention programs,9,9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,15,15,15,40,10,6,8,10,6,9,9,8,10,2,252,552,
1,0,21,4,15,20,20,15,15,15,6,9,7,7,2,27,Finance,2,7,3,Argentina,1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,8,9,7,8,6,8,8,8,2,449,246,
1,1,24,2,45,5,25,20,0,5,5,7,8,4,2,27,Finance,2,7,3,Argentina,1,5,4,"Academia, Research, Banking, Life",2,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,35,20,20,20,0,8,9,7,8,8,7,6,9,2,449,176,
